key,locale,package,origin_text,text
page::phrase.remove_as_admin,es,metafox/page,"Remove As Admin",
page::phrase.remove_cover_photo,es,metafox/page,"Remove Cover Photo",
page::phrase.remove_from_saved_list,es,metafox/page,"Remove from the Saved list",
page::phrase.remove_member,es,metafox/page,"Remove Member",
page::phrase.remove_page_admin_successfully,es,metafox/page,"Removed page admin successfully.",
page::phrase.report,es,metafox/page,Report,
page::phrase.save,es,metafox/page,Save,
page::phrase.search_for_a_admin,es,metafox/page,"Search for a admin",
page::phrase.search_pages,es,metafox/page,"Search pages",
page::phrase.select_an_admin_to_reassign,es,metafox/page,"Select an Admin to Reassign",
page::phrase.set_as_admin,es,metafox/page,"Set As Admin",
page::phrase.share,es,metafox/page,Share,
page::phrase.shared_to_your_page,es,metafox/page,"Shared to your Page",
page::phrase.site_settings.admin_in_charge_of_page_claims,es,metafox/page,"Admin In Charge of Page Claims",
page::phrase.site_settings.admin_in_charge_of_page_claims_description,es,metafox/page,"Specify admins receiving mails when users claim pages. Claiming a page is a permission, not every member is allowed to claim a page. To enable permission to claim pages for certain roles, please go to Member Permissions.",
page::phrase.site_settings.default_item_privacy,es,metafox/page,"Default Item Privacy",
page::phrase.site_settings.default_item_privacy_description,es,metafox/page,"Specify the default permission when a page is created.",
page::phrase.site_settings.display_cover_photo_within_gallery,es,metafox/page,"Display pages cover photo within gallery",
page::phrase.site_settings.display_cover_photo_within_gallery_description,es,metafox/page,"Disable to not display page cover photos within the gallery of page.",
page::phrase.site_settings.display_profile_photo_within_gallery,es,metafox/page,"Display pages profile photo within gallery",
page::phrase.site_settings.display_profile_photo_within_gallery_description,es,metafox/page,"Disable this feature if you do not want to display page profile photos within the gallery of page.",
page::phrase.site_settings.page_default_category,es,metafox/page,"Page Default Category",
page::phrase.site_settings.page_default_category_description,es,metafox/page,"This setting will control the category which items shall belongs to when no category is assigned to them.",
page::phrase.something_went_wrong_please_try_again,es,metafox/page,"Something isn't working due to a technical error or the invitation might have been revoked.",
page::phrase.sponsor,es,metafox/page,Sponsor,
page::phrase.sponsor_in_feed,es,metafox/page,"Sponsor in Feed",
page::phrase.sponsor_this_item,es,metafox/page,"Sponsor this item",
page::phrase.successfully_deleted_the_category,es,metafox/page,"Successfully deleted the category",
page::phrase.successfully_deleted_the_invite,es,metafox/page,"Successfully deleted the invite",
page::phrase.successfully_deleted_the_page,es,metafox/page,"Successfully deleted the page",
page::phrase.successfully_invited_a_large_member_to_be_the_admin,es,metafox/page,"Members have been invited to be an admin for this page",
page::phrase.successfully_invited_a_member_to_be_the_admin,es,metafox/page,":username has been invited to be an admin for this page",
page::phrase.successfully_reassign_the_page_owner,es,metafox/page,"Successfully reassign the page owner",
page::phrase.successfully_updated_page_avatar,es,metafox/page,"Successfully updated page's avatar",
page::phrase.successfully_updated_page_cover,es,metafox/page,"Successfully updated page's cover",
page::phrase.the_user_is_not_a_page_admin,es,metafox/page,"The user is not a page admin.",
page::phrase.types,es,metafox/page,Types,
page::phrase.un_block_member_confirm_label,es,metafox/page,"Unblock Member",
page::phrase.un_block_this_user,es,metafox/page,"Unblock this User",
page::phrase.un_feature,es,metafox/page,Un-Feature,
page::phrase.un_featured,es,metafox/page,Unfeatured,
page::phrase.unfriend,es,metafox/page,Unfriend,
page::phrase.unliked_successfully,es,metafox/page,"Un-liked successfully",
page::phrase.un_sponsor,es,metafox/page,"Un Sponsor",
page::phrase.unsponsor_in_feed,es,metafox/page,"Unsponsor in Feed",
page::phrase.unsponsor_this_item,es,metafox/page,"Unsponsor this item",
page::phrase.update_avatar,es,metafox/page,"Update Avatar",
page::phrase.update_cover,es,metafox/page,"Update Cover",
page::phrase.user_full_name_has_been_blocked_from_the_page,es,metafox/page,":user_full_name has been blocked from the page.",
page::phrase.user_full_name_has_been_removed_from_the_page,es,metafox/page,":user_full_name has been removed from the page.",
page::phrase.user_full_name_invited_you_to_became_an_admin_was_cancelled,es,metafox/page,"{username} { role, select, invite_admin { invite to become an admin was canceled.} other { invite to become a member was canceled.}}",
page::phrase.user_privacy.can_view_widgets,es,metafox/page,"Can view widget?",
page::phrase.user_privacy.who_can_share_a_post,es,metafox/page,"Who can share posts?",
page::phrase.user_privacy.who_can_view_admins,es,metafox/page,"Who can view admins?",
page::phrase.user_privacy.who_can_view_browse_posts,es,metafox/page,"Who can view/browse posts?",
page::phrase.user_privacy.who_can_view_pages_s_publish_date,es,metafox/page,"Who can view pages's publish date?",
page::phrase.videos,es,metafox/page,Videos,
page::phrase.view_page,es,metafox/page,"View page",
page::phrase.you_are_already_a_member_of_the_page,es,metafox/page,"You are already a member of the page",
page::phrase.you_are_now_a_admin_for_the_page,es,metafox/page,"You are now the page admin.",
page::phrase.you_have_a_page_invitation_from_full_name_mail_title,es,metafox/page,"You have a page invitation from :full_name",
page::phrase.you_have_a_request_claim_page_subject,es,metafox/page,"You have a request claim page from :user_name",
page::phrase.your_claim_request_is_pending,es,metafox/page,"Your claim request is pending.",
page::phrase.your_claim_request_sent_successfully,es,metafox/page,"Your claim request was sent successfully.",
page::seo.browse_pending_page_description,es,metafox/page,,
page::seo.browse_pending_page_heading,es,metafox/page,,
page::seo.browse_pending_page_keywords,es,metafox/page,,
page::seo.browse_pending_page_title,es,metafox/page,"Pending Pages",
page::seo.page,es,metafox/page,Pages,
page::seo.page_about_description,es,metafox/page,,
page::seo.page_about_keywords,es,metafox/page,,
page::seo.page_about_my_heading,es,metafox/page,,
page::seo.page_about_title,es,metafox/page,"About Page",
page::seo.page_browse_all_description,es,metafox/page,,
page::seo.page_browse_all_heading,es,metafox/page,,
page::seo.page_browse_all_keywords,es,metafox/page,,
page::seo.page_browse_all_title,es,metafox/page,"All Pages",
page::seo.page_browse_friend_description,es,metafox/page,,
page::seo.page_browse_friend_heading,es,metafox/page,,
page::seo.page_browse_friend_keywords,es,metafox/page,,
page::seo.page_browse_friend_title,es,metafox/page,"Friends' Pages",
page::seo.page_browse_liked_description,es,metafox/page,,
page::seo.page_browse_liked_heading,es,metafox/page,,
page::seo.page_browse_liked_keywords,es,metafox/page,,
page::seo.page_browse_liked_title,es,metafox/page,"Liked Pages",
page::seo.page_browse_my_description,es,metafox/page,,
page::seo.page_browse_my_heading,es,metafox/page,,
page::seo.page_browse_my_keywords,es,metafox/page,,
page::seo.page_browse_my_pending_description,es,metafox/page,,
page::seo.page_browse_my_pending_heading,es,metafox/page,,
page::seo.page_browse_my_pending_keywords,es,metafox/page,,
page::seo.page_browse_my_pending_title,es,metafox/page,"My Pending Pages",
page::seo.page_browse_my_title,es,metafox/page,"My Pages",
page::seo.page_chat_description,es,metafox/page,,
page::seo.page_chat_heading,es,metafox/page,,
page::seo.page_chat_keywords,es,metafox/page,,
page::seo.page_chat_title,es,metafox/page,Inbox,
page::seo.page_create_description,es,metafox/page,,
page::seo.page_create_heading,es,metafox/page,,
page::seo.page_create_keywords,es,metafox/page,,
page::seo.page_create_title,es,metafox/page,"Add New Page",
page::seo.page_description,es,metafox/page,,
page::seo.page_desription,es,metafox/page,,
page::seo.page_heading,es,metafox/page,,
page::seo.page_invites_description,es,metafox/page,,
page::seo.page_invites_heading,es,metafox/page,,
page::seo.page_invites_keywords,es,metafox/page,,
page::seo.page_invites_title,es,metafox/page,"Page Invites",
page::seo.page_keywords,es,metafox/page,,
page::seo.page_landing_description,es,metafox/page,,
page::seo.page_landing_heading,es,metafox/page,,
page::seo.page_landing_keywords,es,metafox/page,,
page::seo.page_landing_title,es,metafox/page,Pages,
page::seo.page_menu_description,es,metafox/page,,
page::seo.page_menu_heading,es,metafox/page,,
page::seo.page_menu_keywords,es,metafox/page,,
page::seo.page_menu_title,es,metafox/page,"Page Menu",
page::seo.page_permissions_description,es,metafox/page,,
page::seo.page_permissions_heading,es,metafox/page,,
page::seo.page_permissions_keywords,es,metafox/page,,
page::seo.page_permissions_title,es,metafox/page,"Page Permission",
page::seo.page_profile_about_description,es,metafox/page,,
page::seo.page_profile_about_heading,es,metafox/page,,
page::seo.page_profile_about_keywords,es,metafox/page,,
page::seo.page_profile_about_title,es,metafox/page,About,
page::seo.page_profile_home_description,es,metafox/page,,
page::seo.page_profile_home_heading,es,metafox/page,,
page::seo.page_profile_home_keywords,es,metafox/page,,
page::seo.page_profile_home_title,es,metafox/page,{title},
page::seo.page_profile_member_description,es,metafox/page,,
page::seo.page_profile_member_heading,es,metafox/page,,
page::seo.page_profile_member_keywords,es,metafox/page,,
page::seo.page_profile_member_title,es,metafox/page,Members,
page::seo.page_search_in_profile,es,metafox/page,,
page::seo.page_search_in_profile_description,es,metafox/page,,
page::seo.page_search_in_profile_heading,es,metafox/page,,
page::seo.page_search_in_profile_keywords,es,metafox/page,,
page::seo.page_title,es,metafox/page,"Page Info",
page::seo.profile,es,metafox/page,{title},
page::seo.profile_desription,es,metafox/page,,
page::seo.profile_heading,es,metafox/page,,
page::seo.profile_keywords,es,metafox/page,,
page::seo.user_profile_page_desription,es,metafox/page,,
page::seo.user_profile_page_heading,es,metafox/page,,
page::seo.user_profile_page_keywords,es,metafox/page,,
page::seo.user_profile_page_title,es,metafox/page,Pages,
page::validation.accept_only_1_of_2_values,es,metafox/page,"Accept only 1 of 2 values: :field1 or :field2",
page::validation.maximum_name_length_description_required,es,metafox/page,"Maximum name length must be greater than or equal to {max}",
page::validation.minimum_name_length_description_required,es,metafox/page,"Minimum name length must be greater than or equal to {min}",
page::web.about_page,es,metafox/page,"About Page",
page::web.all_pages,es,metafox/page,"All Pages",
page::web.back_to_page,es,metafox/page,"Back to page",
page::web.cancel_invite_user_to_be_an_admin_description_page,es,metafox/page,"{user} will no longer be invited to become an admin for your page.",
page::web.cancel_invite_user_to_be_an_admin_page,es,metafox/page,"Cancel invite to become Page Admin?",
page::web.choose_pages,es,metafox/page,"Choose Pages",
page::web.confirm_unblock_form_page_desc,es,metafox/page,"Are you sure you want to remove the block on {userName}?",
page::web.contents_from_this_page_will_be_public_visible_after_admins_approve_it,es,metafox/page,"Contents from this page will be public visible after admins approve it.",
page::web.edit_page_about,es,metafox/page,"Edit Page About",
page::web.featured_pages,es,metafox/page,"Featured Pages",
page::web.global_search_page_no_result,es,metafox/page,"No pages are found.",
page::web.invite_friends_to_this_page,es,metafox/page,"Invite Friends to this page",
page::web.invite_user_to_be_an_admin_description_page,es,metafox/page,"If {user} accepts your invite, {user} will be able to add or remove admins, edit page settings, and more.",
page::web.invite_user_to_be_an_admin_page,es,metafox/page,"Invite {user} to be a page admin",
page::web.like_page,es,metafox/page,"Like Page",
page::web.my_pages,es,metafox/page,"My Pages",
