key,locale,package,origin_text,text
core::admin.append_head_scripts_desc,fr,metafox/core,"Scripts append to html <head/> script. Rebuild site to make the changes affected.",
core::admin.append_head_scripts_label,fr,metafox/core,"Append Head Scripts",
core::admin.copyright_desc,fr,metafox/core,"Add your site's copyright.",
core::admin.copyright_label,fr,metafox/core,Copyright,
core::admin.enable_general_data_protection_regulation_desc,fr,metafox/core,"The General Data Protection Regulation (GDPR) affect how you as a website owner may use cookies and online tracking of visitors",
core::admin.enable_general_data_protection_regulation_label,fr,metafox/core,"Enable General Data Protection Regulation (gdpr)",
core::admin.global_search_minimum_character_desc,fr,metafox/core,"Define the minimum number of characters that can be used in global search. This number must be greater than or equal to 1.",
core::admin.global_search_minimum_character_label,fr,metafox/core,"Global Search - Minimum Character",
core::admin.google_map_api_key,fr,metafox/core,"Google Map API Keys",
core::admin.google_map_api_key_description,fr,metafox/core,"Follow this guide to get Google API key: https://developers.google.com/maps/documentation/javascript/get-api-key#creating-api-keys",
core::admin.homepage_url_description,fr,metafox/core,"Set empty if you want to redirect to default homepage.",
core::admin.homepage_url_label,fr,metafox/core,"Homepage URL",
core::admin.meta_description_desc,fr,metafox/core,"Enter the meta description for all pages. This is used by search engines to index your pages more relevantly.Note that certain packages or pages have their own meta keyword settings and if those are set they will override this setting.",
core::admin.meta_description_label,fr,metafox/core,"Meta Description",
core::admin.meta_keywords_desc,fr,metafox/core,"Enter the meta keywords for all pages. These are used by search engines to index your pages with more relevance.Note that certain packages or pages have their own meta keyword settings and if those are set they will override this setting.",
core::admin.meta_keywords_label,fr,metafox/core,"Meta Keywords",
core::admin.name_of_site_desc,fr,metafox/core,"Name of your site.",
core::admin.name_of_site_label,fr,metafox/core,"Name Of Site",
core::admin.number_of_page_for_scrolling_down_desc,fr,metafox/core,"Define the number of pages for scrolling down (default is 2). Apply for all items on your site.",
core::admin.number_of_page_for_scrolling_down_label,fr,metafox/core,"Numbers of pages for scrolling down",
core::admin.prepend_body_scripts_desc,fr,metafox/core,"Scripts prepend to html <body/> script. Rebuild site to make the changes affected.",
core::admin.prepend_body_scripts_label,fr,metafox/core,"Prepend Body Scripts",
core::admin.site_title_delimiter_desc,fr,metafox/core,"This value will be used as the delimiter to separate titles being added for each page on the site.",
core::admin.site_title_delimiter_label,fr,metafox/core,"Site Title Delimiter",
core::admin.site_title_desc,fr,metafox/core,"This will displayed on each page as the title of your site.",
core::admin.site_title_label,fr,metafox/core,"Site Title",
core::country.city,fr,metafox/core,City,
core::country.city_code,fr,metafox/core,"City Code",
core::country.country,fr,metafox/core,Country,
core::country.filter_by_city,fr,metafox/core,"Filter by city",
core::country.fips_code,fr,metafox/core,"FIPS Code",
core::country.geonames_code,fr,metafox/core,"Geo Code",
core::country.population,fr,metafox/core,Population,
core::country.post_codes,fr,metafox/core,"Post Code",
core::country.state_code,fr,metafox/core,"State Code",
core::country.state_iso,fr,metafox/core,"State Iso",
core::mail.subcopy_action_text,fr,metafox/core,"If you're having trouble clicking the ""{actionText}"" button, copy and paste the URL below
into your web browser:",
core::permission.can_approve_link_desc,fr,metafox/core,,
core::permission.can_approve_link_label,fr,metafox/core,"Can approve links?",
core::permission.can_attachment_limit_attachment_desc,fr,metafox/core,"Set this to 0 if you don't allow users to upload items.
Set this to null if you don't want to set a limit.",
core::permission.can_attachment_limit_attachment_label,fr,metafox/core,"Total number of attachments a user can add",
core::permission.can_can_add_new_block_admincp_desc,fr,metafox/core,,
core::permission.can_can_add_new_block_admincp_label,fr,metafox/core,"Can add/modify blocks added from the AdminCP?",
core::permission.can_can_clear_site_cache_admincp_desc,fr,metafox/core,"Users can remove either SQL data or HTML templates by allowing a user to clear the site's cache.

Note that once the page is refreshed, these items will be re-cached. However, allowing Admins or developers to access this feature might be best.",
core::permission.can_can_clear_site_cache_admincp_label,fr,metafox/core,"Can clear cache in AdminCP?",
core::permission.can_can_view_product_options_admincp_desc,fr,metafox/core,"Within certain sections of the AdminCP, there are areas where an entry into the database requires a product ID#. If you disable this feature, users will not be able to view the product's name and will automatically enter the default product ID#.",
core::permission.can_can_view_product_options_admincp_label,fr,metafox/core,"Can view product drop downs in the AdminCP?",
core::permission.can_create_temp_file_desc,fr,metafox/core,,
core::permission.can_create_temp_file_label,fr,metafox/core,"Can create temporary files?",
core::permission.can_delete_temp_file_desc,fr,metafox/core,,
core::permission.can_delete_temp_file_label,fr,metafox/core,"Can delete temporary files?",
core::permission.can_has_admin_access_admincp_desc,fr,metafox/core,"For security purposes,  only Admin and Staff can be able to access Admin CP",
core::permission.can_has_admin_access_admincp_label,fr,metafox/core,"Can access AdminCP?",
core::permission.can_item_max_upload_size_attachment_desc,fr,metafox/core,"(1024 kb = 1 mb). Set 0 for no limits.",
core::permission.can_item_max_upload_size_attachment_label,fr,metafox/core,"Maximum of file size for uploaded items in kilobytes (kb).",
core::permission.can_moderate_temp_file_desc,fr,metafox/core,,
core::permission.can_moderate_temp_file_label,fr,metafox/core,"Can moderate temporary files?",
core::permission.can_purchase_sponsor_link_desc,fr,metafox/core,,
core::permission.can_purchase_sponsor_link_label,fr,metafox/core,"Can sponsor links?",
core::permission.can_report_link_desc,fr,metafox/core,,
core::permission.can_report_link_label,fr,metafox/core,"Can report links?",
core::permission.can_save_link_desc,fr,metafox/core,,
core::permission.can_save_link_label,fr,metafox/core,"Can save links?",
core::permission.can_sponsor_in_feed_link_desc,fr,metafox/core,,
core::permission.can_sponsor_in_feed_link_label,fr,metafox/core,"Can sponsor links in feed without paying sponsor fee?",
core::permission.can_update_temp_file_desc,fr,metafox/core,,
core::permission.can_update_temp_file_label,fr,metafox/core,"Can update temporary files?",
core::permission.can_view_temp_file_desc,fr,metafox/core,,
core::permission.can_view_temp_file_label,fr,metafox/core,"Can view temporary files?",
core::phrase.account_settings,fr,metafox/core,"Account Settings",
core::phrase.action,fr,metafox/core,Action,
core::phrase.action_cant_be_undone,fr,metafox/core,"Notice: This cannot be undone.",
core::phrase.activity_points,fr,metafox/core,"Activity Points",
core::phrase.add_category,fr,metafox/core,"Add Category",
core::phrase.add_child_country,fr,metafox/core,"Add Child Country",
core::phrase.add_new_item,fr,metafox/core,"Add new item",
core::phrase.add_new_phrase,fr,metafox/core,"Add New Phrase",
core::phrase.add_some_description_to_your_type,fr,metafox/core,"Add description to your :type",
core::phrase.admincp,fr,metafox/core,AdminCP,
core::phrase.admins_only,fr,metafox/core,"Admins only",
core::phrase.ad_notification_type,fr,metafox/core,"Ads Notifications",
core::phrase.album,fr,metafox/core,Album,
core::phrase.alert,fr,metafox/core,Alert,
core::phrase.all,fr,metafox/core,All,
core::phrase.all_category,fr,metafox/core,"All Categories",
core::phrase.allow_successfully,fr,metafox/core,"Allow Successfully",
core::phrase.all_price,fr,metafox/core,"All Price",
core::phrase.already_saved_changes,fr,metafox/core,"Already saved changes.",
core::phrase.an_admin_approved_your_post_in_entity_type_title,fr,metafox/core,"An admin approved your post in :entity_type <b>:entity_title</b>",
core::phrase.an_admin_declined_your_post_in_entity_type_title,fr,metafox/core,"An admin declined your post in :entity_type <b>:entity_title</b>",
core::phrase.any,fr,metafox/core,Any,
core::phrase.app_debug_label,fr,metafox/core,"App Debug",
core::phrase.appearance,fr,metafox/core,Appearances,
core::phrase.appleid,fr,metafox/core,"Apple ID",
core::phrase.app_name,fr,metafox/core,Core,
core::phrase.app_name_will_restart_to_complete_this_change,fr,metafox/core,"The app name will restart to complete this change",
core::phrase.approve,fr,metafox/core,Approve,
core::phrase.apps,fr,metafox/core,Apps,
core::phrase.app_settings,fr,metafox/core,"App Settings",
core::phrase.are_you_absolutely_sure_this_operation_cannot_be_undone,fr,metafox/core,"This action cannot be reverted. Are you sure to proceed?",
core::phrase.are_you_sure,fr,metafox/core,"Are you sure?",
core::phrase.attach_files,fr,metafox/core,"Attach Files",
core::phrase.attachment,fr,metafox/core,Attachment,
core::phrase.attachments,fr,metafox/core,Attachments,
core::phrase.attachment_setting,fr,metafox/core,,
core::phrase.attachment_settings,fr,metafox/core,"Attachment Settings",
core::phrase.back,fr,metafox/core,Back,
core::phrase.banner,fr,metafox/core,Banner,
core::phrase.blocks,fr,metafox/core,Blocks,
core::phrase.browse,fr,metafox/core,Browse,
core::phrase.cache_manager,fr,metafox/core,"Cache Manager",
core::phrase.cancel,fr,metafox/core,Cancel,
core::phrase.cancellation,fr,metafox/core,Cancellation,
core::phrase.cancelled,fr,metafox/core,Cancelled,
core::phrase.cannot_use_this_url_please_choose_another_one,fr,metafox/core,"Cannot use this URL. Please choose another one.",
core::phrase.casual,fr,metafox/core,Casual,
core::phrase.categories,fr,metafox/core,Categories,
core::phrase.categories_successfully_ordered,fr,metafox/core,"Categories successfully ordered.",
core::phrase.category,fr,metafox/core,Category,
core::phrase.change_address,fr,metafox/core,"Change Address",
core::phrase.change_language_to_language_name,fr,metafox/core,"Change language to the language name",
core::phrase.charset,fr,metafox/core,Charset,
core::phrase.child_country,fr,metafox/core,"Child Country",
core::phrase.clear_cache,fr,metafox/core,"Clear Cache",
core::phrase.clear_config_cache,fr,metafox/core,"Clear config cache",
core::phrase.clear_data_cache,fr,metafox/core,"Clear data cache",
core::phrase.close_date,fr,metafox/core,"Close Date",
core::phrase.close_time,fr,metafox/core,"Close Time",
core::phrase.code_optimize_clear_guide,fr,metafox/core,"Clearing cached bootstrap and optimization files",
core::phrase.color,fr,metafox/core,Color,
core::phrase.company_name,fr,metafox/core,"Company Name",
core::phrase.confirm,fr,metafox/core,Confirm,
core::phrase.confirmation,fr,metafox/core,Confirmation,
core::phrase.content_is_not_available,fr,metafox/core,"Content isn't available",
core::phrase.continue,fr,metafox/core,Continue,
core::phrase.core,fr,metafox/core,Core,
core::phrase.core_service_mailgun,fr,metafox/core,"Mailgun Settings",
core::phrase.core_service_ses,fr,metafox/core,"SES Settings",
core::phrase.core_smtp_settings,fr,metafox/core,"SMTP Settings",
core::phrase.core_ssl,fr,metafox/core,SSL,
core::phrase.countries,fr,metafox/core,Countries,
core::phrase.country_iso,fr,metafox/core,"ISO Code",
core::phrase.create,fr,metafox/core,Create,
core::phrase.create_category,fr,metafox/core,"Create Category",
core::phrase.created_at,fr,metafox/core,"Created At",
core::phrase.create_language_pack,fr,metafox/core,"Create Language Pack",
core::phrase.create_module,fr,metafox/core,"Create App",
core::phrase.cronjobs,fr,metafox/core,"Cron Jobs",
core::phrase.cron_manager,fr,metafox/core,"Cron Manager",
core::phrase.currencies,fr,metafox/core,Currencies,
core::phrase.currency,fr,metafox/core,Currency,
core::phrase.currency_format,fr,metafox/core,"Currency Format",
core::phrase.daily,fr,metafox/core,Daily,
core::phrase.dark_mode,fr,metafox/core,"Dark Mode",
core::phrase.dashboard,fr,metafox/core,Dashboard,
core::phrase.dashboard_title,fr,metafox/core,Dashboard,
core::phrase.date,fr,metafox/core,Date,
core::phrase.default,fr,metafox/core,Default,
core::phrase.default_item_privacy,fr,metafox/core,"Default Item Privacy",
core::phrase.default_item_privacy_description,fr,metafox/core,"Set default item privacy when a :type is created.",
core::phrase.delete,fr,metafox/core,Delete,
core::phrase.delete_category,fr,metafox/core,"Delete Category",
core::phrase.delete_category_confirm,fr,metafox/core,"Are you sure you want to permanently delete the category "":name""?",
core::phrase.delete_category_option_delete_all_items,fr,metafox/core,"Delete all :type and its sub-categories.",
core::phrase.delete_category_option_label,fr,metafox/core,"Select an action to apply for all :type as well as its sub categories.",
core::phrase.delete_category_option_move_all_items,fr,metafox/core,"Move all :type and its sub-categories to:",
core::phrase.delete_confirm,fr,metafox/core,"Are you sure you want to delete this item permanently?",
core::phrase.delete_confirm_menu,fr,metafox/core,"Are you sure you want to delete this menu permanently?",
core::phrase.delete_confirm_menu_item,fr,metafox/core,"Are you sure you want to delete this menu item permanently?",
